Transformation,CV Improvement,Test Improvement,Rank
Yeo-Johnson,0.02593537414965987,0.009367681498829035,1.0
Robust,0.023007774538386778,0.01873536299765807,2.0
MinMax,0.0212220602526725,0.011709601873536297,3.0
Standard,0.02008017492711372,0.021077283372365332,4.0
Quantile,0.01886540330417885,0.009367681498829035,5.0
Binning,-0.0431000971817298,-0.00936768149882905,6.0
