Transformation,CV Improvement,Test Improvement,Rank
Standard,0.013742997198879543,0.00982142857142856,1.0
Yeo-Johnson,0.01272890406162466,0.018303571428571426,2.0
MinMax,0.011732755602240892,0.009821428571428576,3.0
Quantile,0.010943189775910364,0.010267857142857138,4.0
Robust,0.010614933473389368,0.019196428571428566,5.0
Binning,-0.009489670868347328,-0.00044642857142856984,6.0
