Transformation,CV Improvement,Test Improvement,Rank
MinMax,0.02667928098391668,0.017384731670445963,1.0
Yeo-Johnson,0.024787133396404926,0.012093726379440664,2.0
Robust,0.02478713339640491,0.011337868480725615,3.0
Standard,0.02251655629139076,0.009826152683295532,4.0
Quantile,0.014001892147587514,0.0075585789871504315,5.0
Binning,0.012488174077578105,0.0052910052910052985,6.0
