Transformation,CV Improvement,Test Improvement,Rank
MinMax,0.004771743978585545,0.0169674179440694,1.0
Robust,0.0038148233540285553,0.017381418286580352,2.0
Standard,0.0007208742522777962,0.018479993943281862,3.0
Quantile,-0.006085437966597246,0.013168362504532873,4.0
Yeo-Johnson,-0.012942858791072919,0.02590567549072282,5.0
Binning,-0.031844581052583205,-0.037766608843330086,6.0
