Transformation,CV Improvement,Test Improvement,Rank
Yeo-Johnson,0.05060839309600366,0.03454691013528382,1.0
Quantile,0.037191183298307694,0.01380884430400369,2.0
Robust,0.011508447228364162,0.003788026626658939,3.0
Standard,0.0035507362504714835,-0.002251007346971336,4.0
MinMax,-0.0003262082042937907,-0.008253368312785876,5.0
Binning,-0.15389787066489324,-0.14811398183562474,6.0
