Transformation,CV Improvement,Test Improvement,Rank
Robust,-7.271077988825596,-1.0575327718999656,1.0
Standard,-7.573602074196182,1.961265483624613,2.0
Yeo-Johnson,-7.841464499002476,-3.9988779385299074,3.0
MinMax,-9.044986455040625,-0.6023352492477118,4.0
Binning,-9.114854046601645,-5.728942243775862,5.0
Quantile,-10.897259499424715,1.8137801812674914,6.0
