Transformation,CV Improvement,Test Improvement,Rank
Quantile,-0.09051404419397845,0.016058026498924943,1.0
Yeo-Johnson,-0.11767786246270864,0.021114414220316235,2.0
MinMax,-0.11906784349810261,0.0878926699489336,3.0
Standard,-0.14094370425807295,0.072746282060534,4.0
Robust,-0.19852053482763116,0.04384893757601549,5.0
Binning,-0.2941713503650365,0.1485289983595739,6.0
