Method,MSE,R2,CV Mean,CV Std,Rank
Regression,5.852741016299066,0.984313577721081,2.7653400103604184,0.11830804893505924,1.0
DecisionTree,6.055033167150659,0.9837713975540222,5.642785072942639,0.17085550998729376,2.0
Original,5.552982880913568,0.9851169846512874,5.719683216880093,0.16736532143460656,3.0
TVAE,45.58338863459608,0.8778281353924486,27.722035814824483,0.7352656766207917,4.0
GaussianCopula,93.56602163560238,0.7492258546470539,145.82579180437202,2.704769818780126,5.0
CopulaGAN,304.80020164259173,0.1830794049573841,377.628040443471,10.293602971612737,6.0
CTGAN,287.6735527667981,0.22898197364106634,437.78239827715163,11.302889821867447,7.0
Stochastic,439.32322154431444,-0.17746702799382277,462.75975305628,18.570586008489055,8.0
