Method,MSE,R2,CV Mean,CV Std,Rank
Regression,23.025990802553856,0.5023926418756071,13.449177038666038,2.6643732648429337,1.0
Original,22.33609474211736,0.5173017660456799,24.956146674695106,3.9944654055116575,2.0
GaussianCopula,3.870945192832968e+17,-8365376445109550.0,38.12791578123899,5.9890118092808695,3.0
DecisionTree,29.093040213693335,0.3712795681766275,39.88520630960137,5.744302240343375,4.0
TVAE,50.77434636975928,-0.097268238061943,42.697014292804546,5.609235661832338,5.0
Stochastic,86.22967803544623,-0.8634821253544638,85.78535652058405,7.962757729883883,6.0
CTGAN,152.73259156852797,-2.300655422023261,103.6741049390502,14.22199352539828,7.0
CopulaGAN,2.0150162249685406e+19,-4.354587426366786e+17,109.88963573138642,11.568521715724987,8.0
