Method,MSE,R2,CV Mean,CV Std,Rank
Regression,57.05046815872537,0.7785968807964022,37.28953368536087,4.107976692967896,1.0
Original,44.22302497098968,0.8283779960936527,52.4415039151091,8.23591077579681,2.0
DecisionTree,98.24803740641235,0.6187161536187219,95.94752406751483,10.305726597521845,3.0
GaussianCopula,190.61594761299867,0.260252076213455,115.60183216840606,10.328574683763675,4.0
TVAE,165.35572166801532,0.35828269710944854,216.0099756780277,14.636529041874686,5.0
Stochastic,346.63415722612086,-0.3452279378120385,348.5516281473564,19.424298993416965,6.0
CTGAN,526.6392641046539,-1.0437970016907707,511.9470196137635,44.14376346790052,7.0
CopulaGAN,552.1525817823331,-1.14280982835776,568.5929844001778,55.75350312288295,8.0
